# Sensor type: Respeck
# Activity type: Lying down on stomach
# Activity code: 8
# Subject id: s1956488
# Notes: 1
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1664721418904,0.043701172,-0.17706299,-0.956604,0.21875,1.234375,0.125
1664721418947,0.045410156,-0.17218018,-0.9578247,0.015625,1.15625,0.140625
1664721418973,0.046142578,-0.17926025,-0.9585571,0.171875,1.15625,0.078125
1664721419055,0.04296875,-0.17218018,-0.9624634,0.1875,1.109375,0.203125
1664721419058,0.04663086,-0.16925049,-0.9636841,-0.109375,1.0,0.265625
1664721419093,0.05029297,-0.17437744,-0.9627075,-0.28125,0.96875,0.109375
1664721419122,0.043945312,-0.17999268,-0.9614868,-0.375,0.921875,0.15625
1664721419228,0.046875,-0.17218018,-0.9639282,-0.734375,0.78125,0.125
1664721419230,0.05078125,-0.17388916,-0.96343994,-0.890625,0.765625,0.09375
1664721419253,0.051757812,-0.17218018,-0.96295166,-1.171875,0.8125,0.078125
1664721419279,0.05053711,-0.17877197,-0.96099854,-0.875,0.609375,0.359375
1664721419394,0.049316406,-0.18218994,-0.96759033,-0.796875,0.65625,0.328125
1664721419396,0.048339844,-0.18170166,-0.9558716,-1.34375,0.640625,0.296875
1664721419400,0.052001953,-0.18341064,-0.95269775,-1.1875,0.4375,0.234375
1664721419467,0.052978516,-0.18511963,-0.9558716,-1.578125,0.390625,0.203125
1664721419492,0.05078125,-0.1897583,-0.958313,-1.328125,0.515625,0.3125
1664721419520,0.057617188,-0.18902588,-0.9595337,-1.421875,0.65625,0.03125
1664721419606,0.04711914,-0.19122314,-0.95269775,-1.359375,0.71875,0.09375
1664721419629,0.049316406,-0.1921997,-0.9529419,-0.84375,0.734375,0.125
1664721419644,0.056640625,-0.19708252,-0.9561157,-0.75,0.796875,0.15625
1664721419678,0.053222656,-0.19366455,-0.9529419,0.015625,1.109375,0.203125
1664721419717,0.0546875,-0.20050049,-0.96099854,0.109375,1.078125,0.375
1664721419800,0.05419922,-0.1951294,-0.94903564,0.421875,1.375,0.15625
1664721419801,0.052246094,-0.19537354,-0.9614868,0.65625,1.265625,0.296875
1664721419855,0.05517578,-0.18951416,-0.95977783,0.609375,1.375,0.1875
